Date,AC,ACEN,ACENB,AEV,AGI,ALCPF,ALI,AP,AREIT,BDO,BPI,CBC,CLIA2,CNPF,CPGPB,CREIT,DDMPR,DMC,EMI,FGEN,FILRT,GLO,GTCAP,ICT,JFC,JGS,MBT,MEG,MER,MONDE,MPI,MREIT,NIKL,PGOLD,PRF4E,PX,RCR,RLC,RRHI,SCC,SECB,SM,SMC,SMC2M,SMC2O,SMPH,TEL,UBP,URC,VLL2B,VREIT,WLCON
9/3/2024, ₱616.50 , ₱5.38 ," ₱1,070.00 ", ₱33.30 , ₱9.12 ,0, ₱35.00 , ₱35.35 , ₱38.15 , ₱151.41 , ₱123.00 , ₱39.76 ,, ₱36.70 ,, ₱3.04 , ₱1.00 , ₱10.86 , ₱18.80 , ₱16.82 , ₱3.05 ," ₱2,232.00 ", ₱627.47 , ₱398.60 , ₱261.00 , ₱23.95 , ₱71.79 , ₱1.92 , ₱408.20 , ₱9.30 ,0, ₱13.38 , ₱3.29 , ₱27.90 ," ₱1,009.00 ", ₱2.76 , ₱5.80 , ₱14.90 , ₱38.30 , ₱30.69 , ₱63.35 , ₱902.42 , ₱96.00 ,, ₱80.05 , ₱30.15 ," ₱1,458.00 ", ₱34.00 , ₱90.80 ,0, ₱1.76 , ₱16.91 
9/4/2024, ₱624.50 , ₱5.29 ," ₱1,083.00 ", ₱33.40 , ₱8.98 ,0, ₱34.85 , ₱35.50 , ₱37.50 , ₱151.60 , ₱126.20 , ₱39.71 ," ₱1,080.00 ", ₱37.15 , ₱101.50 , ₱3.02 , ₱1.00 , ₱10.96 , ₱18.82 , ₱16.90 , ₱3.04 ," ₱2,228.00 ", ₱632.45 , ₱398.00 , ₱254.00 , ₱23.50 , ₱71.60 , ₱1.90 , ₱402.80 , ₱9.21 ,0, ₱13.30 , ₱3.26 , ₱28.15 ," ₱1,009.00 ", ₱2.80 , ₱5.75 , ₱14.70 , ₱37.55 , ₱30.37 , ₱65.95 , ₱897.93 , ₱95.80 ,, ₱80.85 , ₱30.50 ," ₱1,439.00 ", ₱34.00 , ₱89.85 ,0, ₱1.76 , ₱16.91 
9/5/2024, ₱613.00 , ₱5.46 ," ₱1,066.00 ", ₱33.50 , ₱8.99 ,0, ₱34.85 , ₱35.10 , ₱35.90 , ₱152.60 , ₱126.50 , ₱39.71 ," ₱1,080.00 ", ₱38.00 , ₱101.90 , ₱3.02 , ₱1.00 , ₱10.83 , ₱18.90 , ₱16.98 , ₱3.03 ," ₱2,234.00 ", ₱642.41 , ₱404.00 , ₱260.00 , ₱23.05 , ₱72.91 , ₱1.93 , ₱406.00 , ₱9.20 ,0, ₱13.18 , ₱3.26 , ₱29.10 ,, ₱2.80 , ₱5.73 , ₱14.88 , ₱37.85 , ₱30.69 , ₱69.00 , ₱897.93 , ₱96.20 ,, ₱79.30 , ₱29.75 ," ₱1,486.00 ", ₱34.00 , ₱89.50 ,0, ₱1.77 , ₱17.04 
9/6/2024, ₱613.00 , ₱5.44 ," ₱1,066.00 ", ₱33.50 , ₱8.95 ,0, ₱35.25 , ₱35.20 , ₱35.95 , ₱155.57 , ₱126.00 , ₱40.55 ," ₱1,080.00 ", ₱39.70 , ₱101.90 , ₱3.00 , ₱1.00 , ₱10.96 , ₱18.80 , ₱17.00 , ₱3.07 ," ₱2,218.00 ", ₱677.27 , ₱400.00 , ₱255.00 , ₱23.70 , ₱73.06 , ₱1.94 , ₱405.00 , ₱9.20 ,0, ₱13.28 , ₱3.24 , ₱30.00 ,, ₱2.80 , ₱5.68 , ₱14.88 , ₱38.60 , ₱30.41 , ₱71.80 , ₱906.41 , ₱96.00 ,, ₱80.00 , ₱30.10 ," ₱1,453.00 ", ₱34.70 , ₱90.05 ,0, ₱1.77 , ₱17.39 
9/9/2024, ₱612.00 , ₱5.38 ," ₱1,084.00 ", ₱34.05 , ₱9.00 ,0, ₱35.95 , ₱35.95 , ₱35.45 , ₱158.05 , ₱125.00 , ₱44.81 ,, ₱39.80 ,, ₱3.00 , ₱1.00 , ₱10.81 , ₱18.76 , ₱17.22 , ₱3.07 ," ₱2,210.00 ", ₱702.17 , ₱402.00 , ₱252.00 , ₱24.35 , ₱73.35 , ₱1.93 , ₱404.40 , ₱9.20 ,0, ₱13.32 , ₱3.21 , ₱30.85 ,, ₱2.80 , ₱5.65 , ₱14.72 , ₱37.85 , ₱30.37 , ₱78.20 , ₱917.88 , ₱95.60 ,, ₱80.85 , ₱30.55 ," ₱1,460.00 ", ₱34.70 , ₱90.70 ,0, ₱1.78 , ₱17.56 
9/10/2024, ₱612.00 , ₱5.38 ," ₱1,080.00 ", ₱35.00 , ₱8.90 ,0, ₱35.70 , ₱36.00 , ₱37.35 , ₱153.59 , ₱124.00 , ₱43.62 ," ₱1,045.00 ", ₱38.40 , ₱101.20 , ₱3.00 , ₱1.00 , ₱10.81 , ₱18.72 , ₱17.14 , ₱3.06 ," ₱2,244.00 ", ₱692.71 , ₱407.00 , ₱252.60 , ₱25.10 , ₱72.47 , ₱1.95 , ₱408.00 , ₱9.20 ,0, ₱13.30 , ₱3.11 , ₱30.25 ,, ₱2.80 , ₱5.72 , ₱15.22 , ₱38.80 , ₱30.60 , ₱77.30 , ₱905.91 , ₱95.60 ,, ₱79.40 , ₱31.75 ," ₱1,450.00 ", ₱35.30 , ₱92.00 ,0, ₱1.79 , ₱17.45 
9/11/2024, ₱610.00 , ₱5.24 ," ₱1,078.00 ", ₱35.50 , ₱8.92 ,0, ₱34.75 , ₱36.30 , ₱37.00 , ₱156.96 , ₱121.00 , ₱43.42 ," ₱1,075.00 ", ₱39.00 , ₱101.20 , ₱3.00 , ₱1.00 , ₱10.72 , ₱18.80 , ₱17.00 , ₱3.06 ," ₱2,236.00 ", ₱682.25 , ₱407.20 , ₱250.00 , ₱25.10 , ₱71.11 , ₱1.95 , ₱405.00 , ₱9.40 ,0, ₱13.22 , ₱3.09 , ₱30.00 ,, ₱2.79 , ₱5.67 , ₱15.04 , ₱38.15 , ₱29.92 , ₱77.20 , ₱903.92 , ₱95.95 ,, ₱79.70 , ₱30.70 ," ₱1,460.00 ", ₱35.20 , ₱91.80 ,0, ₱1.75 , ₱17.39 
9/12/2024, ₱616.00 , ₱5.20 ," ₱1,078.00 ", ₱35.90 , ₱8.98 ,0, ₱35.45 , ₱36.45 , ₱37.80 , ₱158.14 , ₱122.50 , ₱42.98 ," ₱1,075.00 ", ₱38.85 ,, ₱3.01 , ₱1.00 , ₱11.01 , ₱18.74 , ₱16.90 , ₱3.10 ," ₱2,202.00 ", ₱689.23 , ₱418.60 , ₱256.00 , ₱25.15 , ₱70.92 , ₱1.95 , ₱409.00 , ₱9.51 ,0, ₱13.38 , ₱3.12 , ₱29.85 ,, ₱2.79 , ₱5.65 , ₱15.20 , ₱39.10 , ₱30.32 , ₱77.05 , ₱917.88 , ₱95.00 ,, ₱81.00 , ₱31.10 ," ₱1,460.00 ", ₱35.20 , ₱91.10 ,0, ₱1.75 , ₱17.39 
9/13/2024, ₱620.00 , ₱5.15 ," ₱1,078.00 ", ₱36.30 , ₱9.03 ,0, ₱35.00 , ₱36.65 , ₱37.85 , ₱154.78 , ₱123.40 , ₱43.32 ," ₱1,070.00 ", ₱38.30 , ₱101.20 , ₱3.01 , ₱1.00 , ₱10.88 , ₱18.76 , ₱16.80 , ₱3.07 ," ₱2,210.00 ", ₱697.19 , ₱411.00 , ₱254.00 , ₱25.00 , ₱71.99 , ₱1.96 , ₱410.00 , ₱9.72 ,0, ₱13.38 , ₱3.14 , ₱29.00 ,, ₱2.79 , ₱5.70 , ₱15.26 , ₱39.40 , ₱30.28 , ₱77.35 , ₱937.84 , ₱93.50 ,, ₱80.70 , ₱31.10 ," ₱1,462.00 ", ₱35.20 , ₱91.70 ,0, ₱1.77 , ₱17.26 
9/16/2024, ₱634.00 , ₱5.11 ," ₱1,070.00 ", ₱36.40 , ₱8.96 ,0, ₱34.70 , ₱36.70 , ₱37.70 , ₱158.44 , ₱125.80 , ₱43.77 ," ₱1,070.00 ", ₱39.10 , ₱101.20 , ₱3.01 , ₱1.00 , ₱11.00 , ₱18.76 , ₱16.82 , ₱3.06 ," ₱2,210.00 ", ₱707.15 , ₱413.40 , ₱255.00 , ₱25.90 , ₱71.16 , ₱1.96 , ₱420.00 , ₱10.30 ,0, ₱13.40 , ₱3.15 , ₱29.20 ,, ₱2.93 , ₱5.69 , ₱15.10 , ₱38.80 , ₱30.37 , ₱77.45 , ₱946.32 , ₱95.00 ,, ₱81.00 , ₱31.80 ," ₱1,460.00 ", ₱35.20 , ₱92.80 ,0, ₱1.77 , ₱17.26 
9/17/2024, ₱660.00 , ₱5.03 ," ₱1,078.00 ", ₱35.90 , ₱8.93 ,0, ₱35.00 , ₱36.70 , ₱37.80 , ₱159.53 , ₱126.80 , ₱43.77 ," ₱1,051.00 ", ₱38.70 , ₱101.10 , ₱3.03 , ₱1.02 , ₱10.96 , ₱18.76 , ₱16.80 , ₱3.07 ," ₱2,276.00 ", ₱719.10 , ₱405.00 , ₱260.00 , ₱26.05 , ₱72.33 , ₱1.95 , ₱435.00 , ₱10.44 ,0, ₱13.50 , ₱3.25 , ₱29.00 ,, ₱2.87 , ₱5.72 , ₱15.60 , ₱38.95 , ₱30.78 , ₱77.30 , ₱967.77 , ₱94.95 ,, ₱80.50 , ₱32.55 ," ₱1,453.00 ", ₱35.50 , ₱94.60 ,0, ₱1.76 , ₱17.14 
9/18/2024, ₱671.00 , ₱5.04 ," ₱1,062.00 ", ₱36.00 , ₱9.26 ,0, ₱35.95 , ₱36.95 , ₱37.60 , ₱155.77 , ₱125.60 , ₱46.04 ," ₱1,070.00 ", ₱38.20 , ₱101.20 , ₱3.08 , ₱1.02 , ₱10.98 , ₱18.74 , ₱16.90 , ₱3.16 ," ₱2,240.00 ", ₱715.12 , ₱404.00 , ₱262.80 , ₱25.80 , ₱72.28 , ₱1.96 , ₱425.60 , ₱10.16 ,0, ₱13.68 , ₱3.41 , ₱29.30 ,, ₱2.82 , ₱5.73 , ₱16.08 , ₱38.60 , ₱30.96 , ₱82.00 , ₱962.78 , ₱94.50 ,, ₱80.00 , ₱32.40 ," ₱1,438.00 ", ₱36.10 , ₱97.50 ,0, ₱1.77 , ₱16.93 
9/19/2024, ₱678.50 , ₱5.15 ," ₱1,068.00 ", ₱36.00 , ₱9.28 ,0, ₱36.00 , ₱37.90 , ₱37.70 , ₱158.94 , ₱128.20 , ₱47.13 ," ₱1,045.00 ", ₱38.20 , ₱101.20 , ₱3.09 , ₱1.00 , ₱11.05 , ₱18.76 , ₱17.00 , ₱3.19 ," ₱2,292.00 ", ₱706.16 , ₱402.80 , ₱257.00 , ₱25.60 , ₱73.35 , ₱2.01 , ₱429.80 , ₱10.06 ,0, ₱13.60 , ₱3.63 , ₱30.05 ,, ₱2.86 , ₱5.74 , ₱15.90 , ₱38.90 , ₱30.46 , ₱84.10 , ₱961.78 , ₱94.05 ,, ₱80.95 , ₱33.00 ," ₱1,438.00 ", ₱37.25 , ₱99.05 ,0, ₱1.76 , ₱16.62 
9/20/2024, ₱690.00 , ₱5.18 ," ₱1,065.00 ", ₱37.00 , ₱9.45 ,0, ₱36.30 , ₱36.90 , ₱37.50 , ₱158.54 , ₱132.50 , ₱50.45 ," ₱1,046.00 ", ₱39.00 ,, ₱3.01 , ₱1.02 , ₱10.96 , ₱18.72 , ₱17.36 , ₱3.20 ," ₱2,290.00 ", ₱688.23 , ₱403.40 , ₱270.00 , ₱26.20 , ₱75.49 , ₱2.05 , ₱417.00 , ₱10.32 ,0, ₱13.80 , ₱3.57 , ₱29.70 ,, ₱2.99 , ₱5.77 , ₱15.70 , ₱39.80 , ₱30.50 , ₱89.50 , ₱967.77 , ₱88.80 ,, ₱80.85 , ₱32.20 ," ₱1,450.00 ", ₱38.30 , ₱101.00 ,0, ₱1.76 , ₱17.39 
9/23/2024, ₱695.00 , ₱5.25 ," ₱1,060.00 ", ₱38.15 , ₱9.45 ,0, ₱37.20 , ₱37.65 , ₱37.05 , ₱161.51 , ₱139.20 , ₱53.91 ," ₱1,050.00 ", ₱39.90 , ₱101.00 , ₱3.04 , ₱1.02 , ₱11.00 , ₱18.78 , ₱17.40 , ₱3.21 ," ₱2,292.00 ", ₱719.10 , ₱414.00 , ₱272.80 , ₱27.40 , ₱77.29 , ₱2.13 , ₱435.00 , ₱10.30 ,0, ₱13.62 , ₱3.60 , ₱30.40 ," ₱1,005.00 ", ₱2.95 , ₱5.79 , ₱15.96 , ₱40.50 , ₱30.64 , ₱96.50 , ₱988.72 , ₱87.00 ,, ₱80.45 , ₱32.80 ," ₱1,520.00 ", ₱39.50 , ₱102.50 ,0, ₱1.76 , ₱17.58 
9/24/2024, ₱700.00 , ₱5.30 ," ₱1,061.00 ", ₱37.65 , ₱9.46 ,0, ₱38.30 , ₱36.70 , ₱37.00 , ₱165.48 , ₱137.50 , ₱52.52 ," ₱1,067.00 ", ₱38.50 , ₱100.10 , ₱3.05 , ₱1.01 , ₱10.96 , ₱18.76 , ₱17.80 , ₱3.06 ," ₱2,260.00 ", ₱709.14 , ₱413.00 , ₱272.80 , ₱26.90 , ₱77.82 , ₱2.10 , ₱450.00 , ₱10.00 ,0, ₱13.56 , ₱3.60 , ₱30.40 ,, ₱2.99 , ₱5.83 , ₱16.06 , ₱40.00 , ₱30.69 , ₱97.95 , ₱992.71 , ₱85.20 ,, ₱79.80 , ₱32.80 ," ₱1,500.00 ", ₱39.40 , ₱102.00 ,0, ₱1.74 , ₱17.37 
9/25/2024, ₱692.50 , ₱5.15 ," ₱1,070.00 ", ₱36.50 , ₱9.47 ,0, ₱38.40 , ₱37.00 , ₱37.50 , ₱163.10 , ₱132.00 , ₱51.68 ," ₱1,068.00 ", ₱39.00 , ₱101.80 , ₱3.05 , ₱1.01 , ₱10.96 , ₱18.74 , ₱17.78 , ₱3.11 ," ₱2,222.00 ", ₱710.14 , ₱410.00 , ₱269.00 , ₱26.70 , ₱78.02 , ₱2.16 , ₱449.00 , ₱9.99 ,0, ₱13.54 , ₱3.60 , ₱30.60 ," ₱1,015.00 ", ₱3.15 , ₱5.82 , ₱15.86 , ₱40.00 , ₱30.69 , ₱95.80 , ₱992.71 , ₱84.35 ,, ₱80.00 , ₱32.25 ," ₱1,481.00 ", ₱38.40 , ₱104.20 ,0, ₱1.75 , ₱17.31 
9/26/2024, ₱703.00 , ₱5.24 ," ₱1,073.00 ", ₱37.65 , ₱9.42 ,0, ₱38.05 , ₱37.50 , ₱36.90 , ₱165.58 , ₱138.00 , ₱52.72 ," ₱1,068.00 ", ₱39.50 , ₱100.00 , ₱3.09 , ₱1.00 , ₱10.96 , ₱18.76 , ₱17.84 , ₱3.04 ," ₱2,220.00 ", ₱725.08 , ₱410.00 , ₱270.00 , ₱27.50 , ₱79.77 , ₱2.17 , ₱455.00 , ₱10.34 ,0, ₱13.56 , ₱3.70 , ₱32.00 ," ₱1,015.00 ", ₱3.05 , ₱5.77 , ₱16.10 , ₱40.20 , ₱30.23 , ₱96.30 , ₱992.71 , ₱89.50 ,, ₱80.00 , ₱32.85 ," ₱1,520.00 ", ₱38.25 , ₱104.00 ,0, ₱1.76 , ₱17.41 
9/27/2024, ₱692.00 , ₱5.33 ," ₱1,070.00 ", ₱37.80 , ₱9.57 ,0, ₱37.20 , ₱38.50 , ₱36.80 , ₱159.93 , ₱137.00 , ₱50.94 ," ₱1,070.00 ", ₱38.50 , ₱101.80 , ₱3.09 , ₱1.01 , ₱10.86 , ₱18.82 , ₱17.58 , ₱3.00 ," ₱2,258.00 ", ₱727.07 , ₱410.00 , ₱269.00 , ₱28.25 , ₱78.85 , ₱2.18 , ₱454.80 , ₱10.34 ,0, ₱13.70 , ₱3.67 , ₱32.05 ,, ₱3.19 , ₱5.87 , ₱15.92 , ₱40.55 , ₱29.87 , ₱96.35 , ₱993.71 , ₱90.10 ,, ₱80.00 , ₱33.35 ," ₱1,515.00 ", ₱38.00 , ₱104.50 ,0, ₱1.76 , ₱17.78 
9/30/2024, ₱671.50 , ₱5.38 ," ₱1,061.00 ", ₱37.15 , ₱9.38 ,0, ₱36.60 , ₱38.10 , ₱36.60 , ₱156.56 , ₱135.10 , ₱50.45 ," ₱1,070.00 ", ₱38.05 , ₱101.80 , ₱3.06 , ₱1.03 , ₱10.77 , ₱18.76 , ₱17.28 , ₱3.09 ," ₱2,274.00 ", ₱727.07 , ₱404.00 , ₱268.60 , ₱27.80 , ₱76.46 , ₱2.15 , ₱438.20 , ₱10.18 ,0, ₱13.60 , ₱3.54 , ₱31.50 ," ₱1,000.00 ", ₱3.18 , ₱5.87 , ₱15.72 , ₱40.20 , ₱29.46 , ₱95.95 , ₱953.80 , ₱90.00 ,, ₱80.00 , ₱32.30 ," ₱1,490.00 ", ₱38.45 , ₱103.70 ,0, ₱1.76 , ₱17.68 
10/1/2024, ₱688.50 , ₱5.41 ," ₱1,070.00 ", ₱37.75 , ₱9.40 ,0, ₱37.50 , ₱38.20 , ₱37.30 , ₱155.87 , ₱138.50 , ₱52.62 ,, ₱38.25 , ₱100.00 , ₱3.06 , ₱1.05 , ₱10.77 , ₱18.76 , ₱17.56 , ₱3.04 ," ₱2,400.00 ", ₱737.03 , ₱404.40 , ₱268.60 , ₱27.80 , ₱78.07 , ₱2.18 , ₱443.00 , ₱10.22 ,0, ₱13.66 , ₱3.60 , ₱31.55 ," ₱1,000.00 ", ₱3.17 , ₱6.02 , ₱15.56 , ₱40.00 , ₱30.64 , ₱97.00 , ₱974.75 , ₱89.80 ,, ₱80.00 , ₱33.25 ," ₱1,525.00 ", ₱39.05 , ₱103.90 ,0, ₱1.76 , ₱17.49 
10/2/2024, ₱685.00 , ₱5.29 ," ₱1,070.00 ", ₱37.60 , ₱9.47 ,0, ₱37.50 , ₱38.05 , ₱38.00 , ₱159.33 , ₱137.80 , ₱55.39 ," ₱1,070.00 ", ₱38.05 , ₱100.00 , ₱3.06 , ₱1.06 , ₱10.66 , ₱18.74 , ₱17.74 , ₱3.07 ," ₱2,430.00 ", ₱721.10 , ₱416.20 , ₱266.60 , ₱27.95 , ₱77.82 , ₱2.18 , ₱440.00 , ₱10.12 ,0, ₱13.72 , ₱3.78 , ₱31.45 ," ₱1,015.00 ", ₱3.18 , ₱6.12 , ₱15.60 , ₱40.10 , ₱30.37 , ₱97.05 , ₱984.73 , ₱88.95 ,, ₱80.50 , ₱32.95 ," ₱1,522.00 ", ₱39.30 , ₱103.40 ,0, ₱1.77 , ₱17.20 
10/3/2024, ₱696.50 , ₱5.37 ," ₱1,075.00 ", ₱37.00 , ₱9.49 ,0, ₱37.60 , ₱38.25 , ₱38.25 , ₱155.47 , ₱139.20 , ₱58.31 ," ₱1,069.00 ", ₱38.30 , ₱101.80 , ₱3.06 , ₱1.06 , ₱10.75 , ₱18.74 , ₱17.94 , ₱3.16 ," ₱2,404.00 ", ₱722.09 , ₱412.00 , ₱271.00 , ₱27.20 , ₱78.80 , ₱2.19 , ₱444.40 , ₱10.14 ,0, ₱13.66 , ₱4.01 , ₱31.60 ,, ₱3.16 , ₱6.09 , ₱15.66 , ₱39.85 , ₱30.50 , ₱98.95 , ₱980.74 , ₱87.25 ,, ₱80.50 , ₱32.80 ," ₱1,540.00 ", ₱39.20 , ₱101.00 ,0, ₱1.76 , ₱16.81 
10/4/2024, ₱715.00 , ₱5.39 ," ₱1,075.00 ", ₱37.00 , ₱9.55 ,0, ₱37.00 , ₱38.00 , ₱38.10 , ₱156.56 , ₱144.80 , ₱58.36 ," ₱1,069.00 ", ₱39.45 , ₱101.80 , ₱3.05 , ₱1.07 , ₱10.81 , ₱18.76 , ₱18.02 , ₱3.16 ," ₱2,400.00 ", ₱719.10 , ₱420.00 , ₱269.40 , ₱27.50 , ₱78.21 , ₱2.21 , ₱464.00 , ₱10.80 ,0, ₱13.74 , ₱3.96 , ₱31.20 ," ₱1,010.00 ", ₱3.13 , ₱5.97 , ₱15.76 , ₱40.40 , ₱30.60 , ₱98.75 , ₱992.71 , ₱87.25 ,, ₱80.80 , ₱32.45 ," ₱1,560.00 ", ₱38.55 , ₱103.50 ,0, ₱1.76 , ₱16.37 
10/7/2024, ₱740.00 , ₱5.39 ," ₱1,075.00 ", ₱37.30 , ₱9.66 ,0, ₱38.25 , ₱38.25 , ₱38.40 , ₱158.54 , ₱142.40 , ₱57.67 ,, ₱39.55 ,, ₱3.05 , ₱1.07 , ₱11.22 , ₱18.70 , ₱18.06 , ₱3.19 ," ₱2,460.00 ", ₱709.14 , ₱429.00 , ₱275.00 , ₱27.80 , ₱76.95 , ₱2.21 , ₱475.00 , ₱10.94 ,0, ₱13.54 , ₱3.91 , ₱33.85 ," ₱1,000.00 ", ₱3.13 , ₱6.12 , ₱16.10 , ₱41.25 , ₱31.18 , ₱98.70 , ₱997.70 , ₱88.80 ,, ₱80.80 , ₱33.00 ," ₱1,550.00 ", ₱39.25 , ₱103.60 ,0, ₱1.77 , ₱16.42 
10/8/2024, ₱737.00 , ₱5.29 ," ₱1,075.00 ", ₱37.65 , ₱9.66 ,0, ₱36.40 , ₱38.80 , ₱38.00 , ₱160.13 , ₱143.00 , ₱58.80 ,, ₱39.00 , ₱101.80 , ₱3.06 , ₱1.07 , ₱11.15 , ₱18.74 , ₱18.08 , ₱3.05 ," ₱2,460.00 ", ₱720.10 , ₱438.00 , ₱273.00 , ₱27.15 , ₱77.82 , ₱2.21 , ₱489.00 , ₱10.60 ,0, ₱13.48 , ₱3.86 , ₱33.40 ," ₱1,000.00 ", ₱3.12 , ₱6.05 , ₱15.90 , ₱41.35 , ₱31.14 , ₱95.30 , ₱995.70 , ₱89.50 ,, ₱80.80 , ₱32.40 ," ₱1,530.00 ", ₱39.20 , ₱103.00 ,0, ₱1.78 , ₱16.35 
10/9/2024, ₱731.50 , ₱5.20 ," ₱1,080.00 ", ₱37.20 , ₱9.48 ,0, ₱36.40 , ₱38.65 , ₱38.45 , ₱156.36 , ₱140.00 , ₱59.00 ," ₱1,068.00 ", ₱38.50 , ₱100.20 , ₱3.05 , ₱1.05 , ₱11.09 , ₱18.76 , ₱17.98 , ₱3.07 ," ₱2,420.00 ", ₱705.16 , ₱429.80 , ₱274.80 , ₱26.40 , ₱77.73 , ₱2.18 , ₱481.00 , ₱10.36 ,0, ₱13.70 , ₱3.74 , ₱32.80 ," ₱1,005.00 ", ₱3.09 , ₱6.12 , ₱16.00 , ₱41.20 , ₱30.87 , ₱91.00 , ₱972.76 , ₱88.95 ,, ₱80.00 , ₱31.90 ," ₱1,511.00 ", ₱39.20 , ₱103.00 ,0, ₱1.79 , ₱15.86 
10/10/2024, ₱730.50 , ₱5.20 ," ₱1,082.00 ", ₱37.25 , ₱9.35 ,0, ₱36.50 , ₱38.15 , ₱38.45 , ₱155.37 , ₱141.00 , ₱60.04 ," ₱1,068.00 ", ₱38.20 , ₱100.20 , ₱3.05 , ₱1.06 , ₱10.88 , ₱18.78 , ₱17.88 , ₱3.08 ," ₱2,390.00 ", ₱709.14 , ₱420.40 , ₱275.00 , ₱27.00 , ₱76.90 , ₱2.19 , ₱475.00 , ₱10.48 ,0, ₱13.76 , ₱3.73 , ₱32.55 ," ₱1,015.00 ", ₱3.06 , ₱6.07 , ₱16.00 , ₱41.20 , ₱30.82 , ₱94.90 , ₱976.75 , ₱89.10 ,, ₱80.90 , ₱32.25 ," ₱1,517.00 ", ₱41.10 , ₱103.40 ,0, ₱1.80 , ₱15.55 
10/11/2024, ₱722.00 , ₱5.18 ," ₱1,085.00 ", ₱36.50 , ₱9.26 ,0, ₱35.35 , ₱37.70 , ₱38.00 , ₱155.07 , ₱138.60 , ₱58.41 ," ₱1,068.00 ", ₱39.00 , ₱100.20 , ₱3.05 , ₱1.05 , ₱11.01 , ₱18.80 , ₱17.88 , ₱3.07 ," ₱2,420.00 ", ₱695.20 , ₱407.80 , ₱274.00 , ₱26.30 , ₱76.37 , ₱2.17 , ₱479.00 , ₱10.34 ,0, ₱13.70 , ₱3.63 , ₱32.00 ," ₱1,020.00 ", ₱3.03 , ₱6.02 , ₱15.86 , ₱40.10 , ₱30.82 , ₱94.20 , ₱962.78 , ₱88.50 ,, ₱81.00 , ₱31.50 ," ₱1,510.00 ", ₱40.60 , ₱101.50 ,0, ₱1.76 , ₱15.17 
10/14/2024, ₱720.00 , ₱5.25 ," ₱1,080.00 ", ₱37.50 , ₱9.38 ,0, ₱36.00 , ₱37.75 , ₱38.75 , ₱157.15 , ₱140.00 , ₱58.95 ," ₱1,068.00 ", ₱39.50 , ₱100.00 , ₱3.05 , ₱1.06 , ₱11.09 , ₱18.74 , ₱18.08 , ₱3.09 ," ₱2,406.00 ", ₱706.65 , ₱402.00 , ₱275.00 , ₱26.30 , ₱76.27 , ₱2.20 , ₱471.00 , ₱10.30 ,0, ₱13.80 , ₱3.73 , ₱32.50 ,, ₱3.10 , ₱6.13 , ₱15.96 , ₱40.50 , ₱31.05 , ₱94.00 , ₱956.79 , ₱88.95 ,, ₱81.45 , ₱31.40 ," ₱1,502.00 ", ₱42.15 , ₱103.00 ,0, ₱1.78 , ₱15.92 
10/15/2024, ₱730.00 , ₱5.33 ," ₱1,085.00 ", ₱37.40 , ₱9.55 ,0, ₱37.10 , ₱38.10 , ₱39.90 , ₱159.53 , ₱140.60 , ₱60.73 ," ₱1,068.00 ", ₱39.45 , ₱100.00 , ₱3.06 , ₱1.07 , ₱10.98 , ₱18.76 , ₱18.06 , ₱3.10 ," ₱2,450.00 ", ₱706.16 , ₱408.40 , ₱276.80 , ₱26.45 , ₱79.28 , ₱2.22 , ₱495.00 , ₱10.60 ,0, ₱13.82 , ₱3.69 , ₱33.00 ,, ₱3.09 , ₱6.12 , ₱16.00 , ₱40.80 , ₱30.82 , ₱98.20 , ₱986.73 , ₱88.50 ,, ₱81.00 , ₱32.05 ," ₱1,516.00 ", ₱43.05 , ₱103.40 ,0, ₱1.77 , ₱16.27 
10/16/2024, ₱730.00 , ₱5.30 ," ₱1,085.00 ", ₱37.65 , ₱9.57 ,0, ₱36.50 , ₱39.75 , ₱39.05 , ₱160.52 , ₱140.60 , ₱59.55 ," ₱1,068.00 ", ₱40.70 , ₱96.00 , ₱3.06 , ₱1.06 , ₱11.61 , ₱18.74 , ₱18.06 , ₱3.10 ," ₱2,420.00 ", ₱707.15 , ₱407.00 , ₱276.80 , ₱26.40 , ₱79.28 , ₱2.24 , ₱503.50 , ₱10.70 ,0, ₱13.98 , ₱3.61 , ₱34.45 ,, ₱3.11 , ₱6.20 , ₱16.74 , ₱40.80 , ₱30.82 , ₱97.00 , ₱968.77 , ₱88.20 ,, ₱81.00 , ₱31.70 ," ₱1,520.00 ", ₱42.90 , ₱101.30 ,0, ₱1.77 , ₱16.40 
10/17/2024, ₱717.50 , ₱5.24 ," ₱1,080.00 ", ₱37.60 , ₱9.56 ,0, ₱35.65 , ₱38.10 , ₱38.90 , ₱161.02 , ₱142.50 , ₱59.50 ," ₱1,068.00 ", ₱42.20 , ₱96.00 , ₱3.03 , ₱1.06 , ₱11.13 , ₱18.74 , ₱18.00 , ₱3.06 ," ₱2,430.00 ", ₱698.19 , ₱408.40 , ₱277.40 , ₱26.10 , ₱77.92 , ₱2.24 , ₱494.20 , ₱10.44 ,0, ₱13.88 , ₱3.44 , ₱33.20 ,, ₱3.20 , ₱6.17 , ₱16.26 , ₱40.40 , ₱31.00 , ₱99.15 , ₱959.79 , ₱88.20 ,, ₱81.00 , ₱32.00 ," ₱1,490.00 ", ₱41.60 , ₱100.00 ,0, ₱1.77 , ₱16.42 
